project,source_repo,source_path,source_line,type_base,fn,source_visibility,raw_eval_match,raw_pub,raw_concrete,raw_abstract,raw_file,exclusion_reason
atmosphere,mars-research/atmosphere,kernel/verified/array_vec.rs,106,ArrayVec,push_unique,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/array_vec.rs,132,ArrayVec,pop,pub,project_fn_only,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/allocator/allocator__page_allocator_spec_impl__impl2__alloc_and_map_2m.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/array_vec.rs,150,ArrayVec,pop_unique,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__alloc_iommu_table.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/array_vec.rs,170,ArrayVec,set,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/define.rs,64,EndpointState,is_send,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_receive_empty__impl0__syscall_receive_empty_block.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/define.rs,74,EndpointState,is_receive,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_receive_empty__impl0__syscall_receive_empty_block.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/define.rs,349,SyscallReturnStruct,is_error,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_container__impl0__syscall_new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/define.rs,359,SyscallReturnStruct,NoSwitchNew,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__schedule_idle_cpu__impl0__schedule_idle_cpu.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/define.rs,374,SyscallReturnStruct,NoNextThreadNew,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__schedule_idle_cpu__impl0__schedule_idle_cpu.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/define.rs,389,SyscallReturnStruct,SwitchNew,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__schedule_idle_cpu__impl0__schedule_idle_cpu.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_map_pages.rs,44,Kernel,check_address_space_va_range_free,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__check_address_space_va_range_free.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_map_pages.rs,78,Kernel,check_io_space_va_range_free,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__check_io_space_va_range_free.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_map_pages.rs,113,Kernel,alloc_and_map,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_map_pages.rs,296,Kernel,alloc_and_map_io,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map_io.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_map_pages.rs,495,Kernel,create_entry_and_alloc_and_map,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__range_alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_map_pages.rs,619,Kernel,create_entry_and_alloc_and_map_io,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__range_alloc_and_map_io.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_map_pages.rs,753,Kernel,range_alloc_and_map,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__range_alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_map_pages.rs,1085,Kernel,range_alloc_and_map_io,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__range_alloc_and_map_io.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_share_pages.rs,74,Kernel,check_address_space_va_range_shareable,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_share_pages__impl0__check_address_space_va_range_shareable.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_share_pages.rs,121,Kernel,share_mapping,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_share_pages__impl0__create_entry_and_share.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_share_pages.rs,319,Kernel,create_entry_and_share,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_share_pages__impl0__create_entry_and_share.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/create_and_share_pages.rs,469,Kernel,range_create_and_share_mapping,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_share_pages__impl0__range_create_and_share_mapping.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/kernel_drop_endpoint.rs,8,Kernel,kernel_drop_endpoint,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__kernel_drop_endpoint__impl0__kernel_drop_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/kernel_kill_proc.rs,16,Kernel,helper_kernel_kill_proc_non_root,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__kernel_kill_proc__impl0__helper_kernel_kill_proc_non_root.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/kernel_kill_proc.rs,97,Kernel,helper_kernel_kill_proc_root,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__kernel_kill_proc__impl0__helper_kernel_kill_proc_root.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/kernel_kill_proc.rs,176,Kernel,kernel_kill_proc_recursive_non_root,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/kernel/kernel_kill_thread.rs,9,Kernel,kernel_kill_thread,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__kernel_kill_thread__impl0__kernel_kill_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/kernel_kill_thread.rs,132,Kernel,kernel_proc_kill_all_threads,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__kernel_kill_thread__impl0__kernel_proc_kill_all_threads.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/mem_util.rs,46,Kernel,create_entry,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_share_pages__impl0__create_entry_and_share.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/mem_util.rs,304,Kernel,create_iommu_table_entry,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_iommu_table_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/mem_util.rs,580,Kernel,get_address_space_va_range_none,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__get_address_space_va_range_none.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/schedule_idle_cpu.rs,13,Kernel,schedule_idle_cpu,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__schedule_idle_cpu__impl0__schedule_idle_cpu.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_mmap.rs,136,Kernel,syscall_mmap,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_mmap__impl0__syscall_mmap.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_new_container.rs,202,Kernel,syscall_new_container_with_endpoint,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_container__impl0__syscall_new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_new_endpoint.rs,108,Kernel,syscall_new_endpoint,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_new_proc.rs,186,Kernel,syscall_new_proc_with_endpoint,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_proc__impl0__syscall_new_proc_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_new_proc_with_iommu.rs,23,Kernel,syscall_new_proc_with_endpoint_iommu,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_new_thread.rs,48,Kernel,syscall_new_thread,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_thread__impl0__syscall_new_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_new_thread_with_endpoint.rs,136,Kernel,syscall_new_thread_with_endpoint,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_thread_with_endpoint__impl0__syscall_new_thread_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_receive_empty.rs,10,Kernel,syscall_receive_empty_no_block,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_receive_empty.rs,66,Kernel,syscall_receive_empty_block,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_receive_endpoint.rs,231,Kernel,syscall_receive_endpoint,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_receive_endpoint__impl0__syscall_receive_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_receive_pages.rs,254,Kernel,syscall_receive_pages,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_receive_pages__impl0__syscall_receive_pages.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_send_empty.rs,38,Kernel,syscall_send_empty_no_block,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_send_empty__impl0__syscall_send_empty_no_block.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_send_empty.rs,94,Kernel,syscall_send_empty_block,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_send_empty__impl0__syscall_send_empty_block.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_send_empty_try_schedule.rs,25,Kernel,syscall_send_empty_try_schedule,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_send_empty_try_schedule__impl0__syscall_send_empty_try_schedule.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_send_endpoint.rs,238,Kernel,syscall_send_endpoint,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_send_endpoint__impl0__syscall_send_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/kernel/syscall_send_pages.rs,255,Kernel,syscall_send_pages,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_send_pages__impl0__syscall_send_pages.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_init.rs,15,MMUManager,mmu_man_init,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_init.rs,293,MMUManager,adopt_dom0,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_init.rs,478,MMUManager,new,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_util.rs,14,Array,pagetable_array_create_pagetable_l4_entry_t,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__create_pagetable_l4_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_util.rs,74,Array,pagetable_array_create_pagetable_l3_entry_t,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__create_pagetable_l3_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_util.rs,150,Array,pagetable_array_create_pagetable_l2_entry_t,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__create_pagetable_l2_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_util.rs,247,Array,pagetable_array_map_4k_page_t,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_util.rs,326,Array,iommu_table_array_create_iommu_table_l4_entry_t,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__create_iommu_table_l4_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_util.rs,386,Array,iommu_table_array_create_iommu_table_l3_entry_t,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__create_iommu_table_l3_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_util.rs,462,Array,iommu_table_array_create_iommu_table_l2_entry_t,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__create_iommu_table_l2_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/mmu_util.rs,559,Array,iommu_table_array_map_4k_page_t,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/pci_bitmap.rs,14,PCIBitMap,new,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/pci_bitmap.rs,24,PCIBitMap,init,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/pci_bitmap.rs,80,PCIBitMap,get,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/pci_bitmap.rs,92,PCIBitMap,set,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/root_table.rs,59,RootTable,init,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/root_table.rs,105,RootTable,get_ioid,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/root_table.rs,123,RootTable,set,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,308,MemoryManager,get_cr3_by_pcid,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,317,MemoryManager,get_cr3_by_ioid,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,329,MemoryManager,get_pci_binding,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,391,MemoryManager,get_pagetable_l4_entry,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,432,MemoryManager,get_iommu_table_l4_entry,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_iommu_table_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,473,MemoryManager,create_pagetable_l4_entry,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,625,MemoryManager,create_iommu_table_l4_entry,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_iommu_table_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,778,MemoryManager,get_pagetable_l3_entry,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,815,MemoryManager,get_iommu_table_l3_entry,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_iommu_table_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,850,MemoryManager,create_pagetable_l3_entry,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1013,MemoryManager,create_iommu_table_l3_entry,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_iommu_table_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1175,MemoryManager,get_pagetable_l2_entry,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1223,MemoryManager,get_iommu_table_l2_entry,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_iommu_table_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1271,MemoryManager,get_pagetable_l1_entry,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__resolve_pagetable_mapping.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1317,MemoryManager,get_iommu_table_l1_entry,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/memory_manager/memory_manager__spec_impl__impl0__resolve_iommu_table_mapping.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1365,MemoryManager,create_pagetable_l2_entry,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1550,MemoryManager,create_iommu_table_l2_entry,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__mem_util__impl0__create_iommu_table_entry.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1734,MemoryManager,pagetable_map_4k_page,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,1869,MemoryManager,iommu_table_map_4k_page,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map_io.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,2003,MemoryManager,resolve_pagetable_mapping,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__check_address_space_va_range_free.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,2040,MemoryManager,resolve_iommu_table_mapping,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__check_io_space_va_range_free.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,2192,MemoryManager,alloc_page_table,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_container__impl0__syscall_new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,2270,MemoryManager,free_page_table,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__kernel_kill_proc__impl0__helper_kernel_kill_proc_non_root.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/memory_manager/spec_impl.rs,2339,MemoryManager,alloc_iommu_table,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_proc_with_iommu__impl0__syscall_new_proc_with_endpoint_iommu.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/old/syscall_munmap.rs,25,Kernel,syscall_munmap,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/pagetable/entry.rs,37,PageEntry,empty,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/pagetable/entry.rs,65,,page_entry_to_map_entry,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__check_address_space_va_range_free.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/pagetable/entry.rs,86,,map_entry_to_page_entry,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/pagetable/entry.rs,145,,usize2page_entry_perm,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
