project,fn,representative_type_base,source_visibility_any_pub,source_paths_sample,content_check_class,explanation,unverified_definition_files_sample,unverified_mention_only_files_sample,verified_definition_files_sample,verified_mention_only_files_sample
memory-allocator,os_commit,,yes,verus-mimalloc/os_commit.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_commitx,,no,verus-mimalloc/os_commit.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_decommit,,yes,verus-mimalloc/os_commit.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_get_aligned_hint,,no,verus-mimalloc/os_alloc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_good_alloc_size,,yes,verus-mimalloc/os_alloc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_mem_alloc,,no,verus-mimalloc/os_alloc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_mem_alloc_aligned,,yes,verus-mimalloc/os_alloc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_page_align_areax,,no,verus-mimalloc/os_commit.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_extend_free,,yes,verus-mimalloc/alloc_generic.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_free,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_free_collect,,yes,verus-mimalloc/alloc_generic.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_free_list_extend,,no,verus-mimalloc/alloc_generic.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_fresh,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_fresh_alloc,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_init,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_malloc,,yes,verus-mimalloc/alloc_fast.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_queue_enqueue_from,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_queue_find_free_ex,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_queue_of,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_queue_push,,yes,verus-mimalloc/queues.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_queue_push_back,,yes,verus-mimalloc/queues.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_queue_remove,,yes,verus-mimalloc/queues.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_retire,,yes,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_thread_free_collect,,no,verus-mimalloc/alloc_generic.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_to_full,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,page_unfull,,yes,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,pages_tmp,,no,verus-mimalloc/init.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,pop_block,LL,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,prepend_contiguous_blocks,LL,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,ptr_segment,SegmentPtr,yes,verus-mimalloc/layout.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_alloc,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_calculate_slices,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_commit_mask,,no,verus-mimalloc/commit_segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_commitx,,no,verus-mimalloc/commit_segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_delayed_decommit,,yes,verus-mimalloc/commit_segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_ensure_committed,,yes,verus-mimalloc/commit_segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_free,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_os_alloc,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_page_alloc,,yes,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_page_clear,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_page_free,,yes,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_page_start_from_slice,,yes,verus-mimalloc/layout.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_perhaps_decommit,,yes,verus-mimalloc/commit_segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_reclaim_or_alloc,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_slice_split,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_span_allocate,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_span_free,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segment_span_free_coalesce_before,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segments_page_alloc,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,segments_page_find_and_allocate,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_ghost_data,LL,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_has_aligned,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_in_full,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_is_committed,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_is_reset,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_is_zero_init,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_page_count,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_page_retired_max,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_page_retired_min,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,set_retire_expire,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,slice_bin,,yes,verus-mimalloc/bin_sizes.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,slice_start,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,span_queue_delete,,no,verus-mimalloc/segment.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,sub_offset,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,take,ThreadLLSimple,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,thread_data_alloc,,no,verus-mimalloc/init.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,thread_id,,yes,verus-mimalloc/thread.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,todo,,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,unix_mmap,,no,verus-mimalloc/os_alloc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,unix_mmapx,,no,verus-mimalloc/os_alloc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,ack_shootdown,,yes,page-table/src/spec_t/os_ext.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,
nrkernel,acquire_lock,,yes,page-table/src/spec_t/os_ext.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__start_map_and_acquire_lock.rs;impl_u__wrapped_token__start_unmap_and_acquire_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__start_map_and_acquire_lock.rs;impl_u__wrapped_token/impl_u__wrapped_token__start_unmap_and_acquire_lock.rs,
nrkernel,aligned_exec,,yes,page-table/src/definitions_u.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,allocate,WrappedMapToken,yes,page-table/src/impl_u/wrapped_token.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl2__allocate.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl2__allocate.rs,
nrkernel,axiom_max_phyaddr_width_facts,,yes,page-table/src/spec_t/mmu/defs.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,definitions_u__lemma_maxphyaddr_facts.rs;impl_u__l2_impl__impl0__address.rs;impl_u__l2_impl__impl0__lemma_addr_mask_when_hp_pat_is_zero.rs;impl_u__l2_impl__impl0__lemma_new_entry_addr_mask_is_address.rs;impl_u__l2_impl__impl0__lemma_new_entry_mb0_bits_are_zero.rs;impl_u__l2_impl__impl0__lemma_zero_entry_facts.rs;impl_u__l2_impl__impl0__new_entry.rs;impl_u__l2_impl__lemma_aligned_addr_mask_facts.rs,,definitions_u/definitions_u__lemma_maxphyaddr_facts.rs;impl_u__l2_impl/impl_u__l2_impl__impl0__address.rs;impl_u__l2_impl/impl_u__l2_impl__impl0__lemma_addr_mask_when_hp_pat_is_zero.rs;impl_u__l2_impl/impl_u__l2_impl__impl0__lemma_new_entry_addr_mask_is_address.rs;impl_u__l2_impl/impl_u__l2_impl__impl0__lemma_new_entry_mb0_bits_are_zero.rs;impl_u__l2_impl/impl_u__l2_impl__impl0__lemma_zero_entry_facts.rs;impl_u__l2_impl/impl_u__l2_impl__impl0__new_entry.rs;impl_u__l2_impl/impl_u__l2_impl__lemma_aligned_addr_mask_facts.rs,
nrkernel,barrier,,yes,page-table/src/spec_t/mmu/rl3.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs;impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,
nrkernel,change_page_permissions,PDE,yes,page-table/src/impl_u/l2_impl.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,deallocate,WrappedUnmapToken,yes,page-table/src/impl_u/wrapped_token.rs;page-table/src/spec_t/os_ext.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl3__deallocate.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl3__deallocate.rs,
nrkernel,do_concurrent_trs,Token,yes,page-table/src/spec_t/os_code_vc.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl2__allocate.rs;impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs;impl_u__wrapped_token__impl2__read.rs;impl_u__wrapped_token__impl2__register_failed_map.rs;impl_u__wrapped_token__impl2__write_change.rs;impl_u__wrapped_token__impl2__write_stutter.rs;impl_u__wrapped_token__impl3__deallocate.rs;impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl2__allocate.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__read.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__register_failed_map.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__write_change.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__write_stutter.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3__deallocate.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,
nrkernel,entry_at,,no,page-table/src/impl_u/l2_impl.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,entry_at_protect,,no,page-table/src/impl_u/l2_impl.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,entry_at_unmap,,no,page-table/src/impl_u/l2_impl.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,entry_base,ArchExec,yes,page-table/src/definitions_u.rs;page-table/src/spec_t/mmu/defs.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,definitions_u__impl2__entry_base.rs;impl_u__l1__impl2__lemma_empty_implies_interp_aux_empty.rs;impl_u__l1__impl2__lemma_empty_implies_interp_empty.rs;impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_aux_equal.rs;impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_equal.rs;impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert.rs;impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_insert.rs;impl_u__l1__impl2__lemma_entries_interp_remove_implies_interp_aux_remove.rs,,definitions_u/definitions_u__impl2__entry_base.rs;impl_u__l1/impl_u__l1__impl2__lemma_empty_implies_interp_aux_empty.rs;impl_u__l1/impl_u__l1__impl2__lemma_empty_implies_interp_empty.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_aux_equal.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_equal.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_insert.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_remove_implies_interp_aux_remove.rs,
nrkernel,entry_size,ArchExec,yes,page-table/src/definitions_u.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,definitions_u__impl2__entry_base.rs;definitions_u__impl2__next_entry_base.rs;definitions_u__impl3__lemma_entry_sizes_aligned.rs;definitions_u__impl3__lemma_entry_sizes_aligned_auto.rs;definitions_u__impl3__lemma_entry_sizes_increase.rs;impl_u__l1__impl2__lemma_empty_implies_interp_aux_empty.rs;impl_u__l1__impl2__lemma_empty_implies_interp_empty.rs;impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_aux_equal.rs,impl_u__indexing__lemma_entry_base_from_index.rs;impl_u__indexing__lemma_entry_base_from_index_support.rs;impl_u__indexing__lemma_index_from_base_and_addr.rs;spec_t__mmu__defs__x86_arch_exec.rs,definitions_u/definitions_u__impl2__entry_base.rs;definitions_u/definitions_u__impl2__next_entry_base.rs;definitions_u/definitions_u__impl3__lemma_entry_sizes_aligned.rs;definitions_u/definitions_u__impl3__lemma_entry_sizes_aligned_auto.rs;definitions_u/definitions_u__impl3__lemma_entry_sizes_increase.rs;impl_u__l1/impl_u__l1__impl2__lemma_empty_implies_interp_aux_empty.rs;impl_u__l1/impl_u__l1__impl2__lemma_empty_implies_interp_empty.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_aux_equal.rs,impl_u__indexing/impl_u__indexing__lemma_entry_base_from_index.rs;impl_u__indexing/impl_u__indexing__lemma_entry_base_from_index_support.rs;impl_u__indexing/impl_u__indexing__lemma_index_from_base_and_addr.rs;spec_t_mmu__defs/spec_t__mmu__defs__x86_arch_exec.rs
nrkernel,finish_map_and_release_lock,WrappedMapToken,yes,page-table/src/impl_u/wrapped_token.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs,
nrkernel,finish_protect_and_release_lock,WrappedProtectToken,yes,page-table/src/impl_u/wrapped_token.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,finish_unmap_and_release_lock,WrappedUnmapToken,yes,page-table/src/impl_u/wrapped_token.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,
nrkernel,flags,PDE,yes,page-table/src/impl_u/l2_impl.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__os_refinement__bounds_applied_mappings.rs;impl_u__os_refinement__extra_mappings_inserted.rs;impl_u__os_refinement__extra_mappings_preserved.rs;impl_u__os_refinement__extra_mappings_preserved_effective_mapping_inserted.rs;impl_u__os_refinement__extra_mappings_preserved_effective_mapping_removed.rs;impl_u__os_refinement__extra_mappings_removed.rs;impl_u__os_refinement__extra_mappings_submap.rs;impl_u__os_refinement__next_step_refines_hl_next_step.rs,impl_u__l1__impl2__lemma_empty_implies_interp_aux_empty.rs;impl_u__l1__impl2__lemma_empty_implies_interp_empty.rs;impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_aux_equal.rs;impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_equal.rs;impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert.rs;impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_insert.rs;impl_u__l1__impl2__lemma_entries_interp_remove_implies_interp_aux_remove.rs;impl_u__l1__impl2__lemma_interp_aux_between.rs,impl_u__os_refinement/impl_u__os_refinement__bounds_applied_mappings.rs;impl_u__os_refinement/impl_u__os_refinement__extra_mappings_inserted.rs;impl_u__os_refinement/impl_u__os_refinement__extra_mappings_preserved.rs;impl_u__os_refinement/impl_u__os_refinement__extra_mappings_preserved_effective_mapping_inserted.rs;impl_u__os_refinement/impl_u__os_refinement__extra_mappings_preserved_effective_mapping_removed.rs;impl_u__os_refinement/impl_u__os_refinement__extra_mappings_removed.rs;impl_u__os_refinement/impl_u__os_refinement__extra_mappings_submap.rs;impl_u__os_refinement/impl_u__os_refinement__next_step_refines_hl_next_step.rs,impl_u__l1/impl_u__l1__impl2__lemma_empty_implies_interp_aux_empty.rs;impl_u__l1/impl_u__l1__impl2__lemma_empty_implies_interp_empty.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_aux_equal.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_equal_implies_interp_equal.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_insert.rs;impl_u__l1/impl_u__l1__impl2__lemma_entries_interp_remove_implies_interp_aux_remove.rs;impl_u__l1/impl_u__l1__impl2__lemma_interp_aux_between.rs
nrkernel,get_mmu_token,Token,yes,page-table/src/spec_t/os_code_vc.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs;impl_u__wrapped_token__impl2__read.rs;impl_u__wrapped_token__impl2__write_change.rs;impl_u__wrapped_token__impl2__write_stutter.rs;impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs;impl_u__wrapped_token__impl3_read.rs;impl_u__wrapped_token__impl3_write_change.rs;impl_u__wrapped_token__impl3_write_stutter.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__read.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__write_change.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__write_stutter.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3_read.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3_write_change.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3_write_stutter.rs,
nrkernel,get_osext_token,Token,yes,page-table/src/spec_t/os_code_vc.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl2__allocate.rs;impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs;impl_u__wrapped_token__impl3__deallocate.rs;impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs;impl_u__wrapped_token__start_map_and_acquire_lock.rs;impl_u__wrapped_token__start_unmap_and_acquire_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl2__allocate.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl2__finish_map_and_release_lock.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3__deallocate.rs;impl_u__wrapped_token/impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs;impl_u__wrapped_token/impl_u__wrapped_token__start_map_and_acquire_lock.rs;impl_u__wrapped_token/impl_u__wrapped_token__start_unmap_and_acquire_lock.rs,
nrkernel,handle_shootdown_ipi,,no,page-table/src/spec_t/os_code_vc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,index_for_vaddr,ArchExec,yes,page-table/src/definitions_u.rs;page-table/src/spec_t/mmu/defs.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl1__lemma_interps_match_aux1.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl1__lemma_interps_match_aux1.rs,
nrkernel,init_shootdown,,yes,page-table/src/spec_t/os_ext.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,
nrkernel,insert_empty_directory,,no,page-table/src/impl_u/l2_impl.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,invlpg,,yes,page-table/src/spec_t/mmu/rl3.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,,impl_u__wrapped_token/impl_u__wrapped_token__impl3__finish_unmap_and_release_lock.rs,
nrkernel,is_dir,PDE,yes,page-table/src/impl_u/l2_impl.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
nrkernel,is_directory_empty,,no,page-table/src/impl_u/l2_impl.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
